"date","value"
"2000-02-18",10.5612015781311
"2000-03-05",12.6367308434627
"2000-03-21",20.6071789753199
"2000-04-06",25.5945376427501
"2000-04-22",28.0138301358437
"2000-05-08",24.6374971082305
"2000-05-24",14.7070052542666
"2000-06-09",14.8011243732061
"2000-06-25",17.7210553953621
"2000-07-11",38.8537103386793
"2000-07-27",46.4088327298978
"2000-08-12",45.4597032598961
"2000-08-28",40.4448238814419
"2000-09-13",32.4827955205154
"2000-09-29",21.8770162033758
"2000-10-15",13.6498703430778
"2000-10-31",12.940686584342
"2000-11-16",10.4645848011195
"2000-12-02",9.91271534279643
"2000-12-18",9.33738792469772
"2001-01-01",7.00767505540638
"2001-01-17",6.64756202341317
"2001-02-02",8.80494079697888
"2001-02-18",11.7869470776681
"2001-03-06",12.9910735995866
"2001-03-22",20.9645043895851
"2001-04-07",28.2220159156134
"2001-04-23",29.3099350805391
"2001-05-09",27.4705838556024
"2001-05-25",22.9111711091043
"2001-06-10",20.1728295467674
"2001-06-26",29.8900111980823
"2001-07-12",33.8415934017328
"2001-07-28",49.2166924564065
"2001-08-13",47.7256516106938
"2001-08-29",42.3818602684981
"2001-09-14",32.6333713841936
"2001-09-30",23.3409262826843
"2001-10-16",15.4326649118424
"2001-11-01",15.7118026661979
"2001-11-17",16.2726997578693
"2001-12-03",16.8295947511522
"2001-12-19",13.1665508534762
"2002-01-01",11.5985539645137
"2002-01-17",12.2754067792676
"2002-02-02",12.1802055062023
"2002-02-18",16.1007700128288
"2002-03-06",21.1839369752645
"2002-03-22",27.9070531069101
"2002-04-07",29.837179884249
"2002-04-23",31.0283376352353
"2002-05-09",25.3706757021646
"2002-05-25",21.7913947786327
"2002-06-10",19.1925889482747
"2002-06-26",31.0158320746385
"2002-07-04",37.3215480314374
"2002-07-12",36.4897244770019
"2002-07-20",46.1157064585755
"2002-07-28",51.0113372711141
"2002-08-05",46.8345870140469
"2002-08-13",45.2342107134703
"2002-08-21",40.5380720418066
"2002-08-29",37.1315131347403
"2002-09-06",35.2951379000329
"2002-09-14",31.4560989960378
"2002-09-22",22.4844222715689
"2002-09-30",20.1791956929355
"2002-10-08",14.932707192885
"2002-10-16",14.8978640170704
"2002-10-24",13.1724629797522
"2002-11-01",12.7768357467226
"2002-11-09",10.2350463742896
"2002-11-17",10.9354481428291
"2002-11-25",11.5160971833435
"2002-12-03",7.77056036716263
"2002-12-11",7.81938249721753
"2002-12-19",4.28203292770222
"2002-12-27",7.74599548696889
"2003-01-01",7.55275691952238
"2003-01-09",7.88854593296431
"2003-01-17",8.39233880277373
"2003-01-25",8.1282494754822
"2003-02-02",8.98270908672593
"2003-02-10",8.19577930123069
"2003-02-18",7.84165733773054
"2003-02-26",8.76718165593009
"2003-03-06",10.5247245370065
"2003-03-14",14.0157246600175
"2003-03-22",18.7488405824761
"2003-03-30",19.2798691500513
"2003-04-07",22.325774469367
"2003-04-15",27.1525224598697
"2003-04-23",28.4152995360404
"2003-05-01",30.3666631807368
"2003-05-09",31.0824853732829
"2003-05-17",28.8835986010588
"2003-05-25",23.4913210861724
"2003-06-02",20.1103083687292
