211,211,211
211,211,211
21.7007875443,44.3385858089,139.8110353947
22.5511819124,45.0078742951,139.7165420651
23.4015762806,45.6771665812,139.6220487356
24.2519687489,46.3464588672,139.5275706053
25.102363117,47.0157511532,139.4330772758
25.9527574852,47.6850396395,139.3385839462
26.8031499535,48.3543319255,139.2441058159
27.6535443217,49.0236242115,139.1496124864
28.5039386898,49.6929164976,139.0551191568
29.3543311581,50.3622049838,138.9606410265
30.2047255263,51.0314972699,138.866147697
31.0551198944,51.7007895559,138.7716543674
31.9055123627,52.3700818419,138.6771762371
32.7559067309,53.0393703282,138.5826829076
33.6063010991,53.7086626142,138.4881895781
34.4566954672,54.3779549003,138.3937114477
35.3070898354,55.0472471863,138.2992181182
36.1574804038,55.7165394723,138.2047247887
37.007874772,56.3858279586,138.1102466583
37.8582691401,57.0551202446,138.0157533288
38.7086635083,57.7244125307,137.9212599993
39.5590578765,58.3937048167,137.8267818689
40.4094522446,59.0629933029,137.7322885394
41.259842813,59.732285589,137.6377952099
42.1102371812,60.401577875,137.5433170795
42.9606315494,61.0708701611,137.44882375
43.8110259175,61.7401586473,137.3543304205
44.6614202857,62.4094509333,137.2598522902
45.5118146539,63.0787432194,137.1653589606
46.3622052222,63.7480355054,137.0708656311
47.2125995904,64.4173277915,136.9763875008
48.0629939586,65.0866162777,136.8818941712
48.9133883268,65.7559047639,136.7874160409
49.7637826949,66.4252008498,136.6929227114
50.6141770631,67.094489336,136.5984293818
51.4645714313,67.7637854218,136.5039512515
52.3149619997,68.4330739081,136.409457922
53.1653563678,69.1023623943,136.3149645925
54.015750736,69.7716584802,136.2204864621
54.8661451042,70.4409469664,136.1259931326
55.7165394723,71.1102430522,136.0314998031
56.5669338405,71.7795315385,135.9370216727
57.4173244089,72.4488200247,135.8425283432
58.2677187771,73.1181161106,135.7480350137
59.1181131452,73.7874045968,135.6535568833
59.9685075134,74.456693083,135.5590635538
60.8189018816,75.1259891689,135.4645702243
61.6692962497,75.7952776551,135.3700920939
62.5196868181,76.464573741,135.2755987644
63.3700811863,77.1338622272,135.1811054349
64.2204755545,77.8031507134,135.0866273046
65.0708699226,78.4724467993,134.992133975
65.9212642908,79.1417352855,134.8976406455
66.771658659,79.8110313714,134.8031625152
67.6220530272,80.4803198576,134.7086691856
68.4724473953,81.1496083438,134.6141758561
69.3228417635,81.8189044297,134.5196977258
70.1732285321,82.4881929159,134.4252043962
71.0236229002,83.1574814022,134.3307110667
71.8740172684,83.826777488,134.2362329364
72.7244116366,84.4960659742,134.1417396069
73.5748060048,85.1653620601,134.0472462773
74.4252003729,85.8346505463,133.952768147
75.2755947411,86.5039390326,133.8582748175
76.1259891093,87.1732351184,133.7637814879
76.9763834774,87.8425236046,133.6693033576
77.8267778456,88.5118120909,133.5748100281
78.6771722138,89.1811081767,133.4803166986
79.527566582,89.850396663,133.3858385682
80.3779609501,90.5196927488,133.2913452387
81.2283477187,91.188981235,133.1968519092
82.0787420869,91.8582697213,133.1023737788
82.9291364551,92.5275658071,133.0078804493
83.7795308232,93.1968542933,132.9133871198
84.6299251914,93.8661503792,132.8189089894
85.4803195596,94.5354388654,132.7244156599
86.3307139277,95.2047273517,132.6299223304
87.1811082959,95.8740234375,132.5354442
88.0315026641,96.5433119237,132.4409508705
88.8818970323,97.21260041,132.346457541
89.7322914004,97.8818964958,132.2519794106
90.5826857686,98.5511849821,132.1574860811
91.4330725372,99.2204810679,132.0629927516
92.2834669054,99.8897695541,131.9685146213
93.1338612735,100.5590580404,131.8740212917
93.9842556417,101.2283541262,131.7795279622
94.8346500099,101.8976426125,131.6850498319
95.685044378,102.5669310987,131.5905565023
96.5354387462,103.2362271845,131.4960631728
97.3858331144,103.9055156708,131.4015850425
98.2362274826,104.5748117566,131.307091713
99.0866218507,105.2441002429,131.2125983834
99.9370162189,105.9133887291,131.1181202531
100.7874105871,106.5826848149,131.0236269236
101.6378049552,107.2519733012,130.9291487932
102.4881917238,107.921269387,130.8346554637
103.338586092,108.5905578733,130.7401621342
104.1889804602,109.2598463595,130.6456840038
105.0393748283,109.9291424453,130.5511906743
105.8897691965,110.5984309316,130.4566973448
106.7401635647,111.2677194178,130.3622192144
107.5905579329,111.9370155036,130.2677258849
108.440952301,112.6063039899,130.1732325554
109.2913466692,113.2756000757,130.078754425
110.1417410374,113.944888562,129.9842610955
110.9921354055,114.6141770482,129.889767766
111.8425297737,115.283473134,129.7952896357
112.6929165423,115.9527616203,129.7007963061
113.5433109105,116.6220577061,129.6063029766
114.3937052786,117.2913461924,129.5118248463
115.2440996468,117.9606346786,129.4173315167
116.094494015,118.6299307644,129.3228381872
116.9448883832,119.2992192507,129.2283600569
117.7952827513,119.9685077369,129.1338667274
118.6456771195,120.6378038228,129.0393733978
119.4960714877,121.307092309,128.9448952675
120.3464658558,121.9763883948,128.850401938
121.196860224,122.6456768811,128.7559086084
122.0472545922,123.3149653673,128.6614304781
122.8976413608,123.9842614532,128.5669371486
123.7480357289,124.6535499394,128.472443819
124.5984300971,125.3228384256,128.3779656887
125.4488244653,125.9921345115,128.2834723592
126.2992188334,126.6614229977,128.1889790297
127.1496132016,127.3307190835,128.0945008993
128.0000075698,128.0000075698,128.0000075698
134.5384687185,131.5384688973,118.1538543105
141.0769298673,135.0769302249,108.3077010512
147.615391016,138.6153915524,98.461547792
154.1538521647,142.15385288,88.6153869331
160.6923133135,145.6923142076,78.7692336738
167.2307744622,149.2307755351,68.9230804145
173.769235611,152.7692368627,59.0769271553
180.3076967597,156.3076981902,49.230773896
186.8461579084,159.8461595178,39.3846168369
193.3846190572,163.3846208453,29.5384635776
199.9230802059,166.9230821729,19.6923084185
206.4615413547,170.4615435004,9.8461542092
213.0000025034,174.000004828,0
204.4800084829,177.2399997711,0
195.9599992633,180.4800099134,0
187.4400052428,183.7200048566,0
178.9199960232,186.9599997997,0
170.4000020027,190.2000099421,0
161.8800079823,193.4400048852,0
153.3599987626,196.6799998283,0
144.8400047421,199.9200099707,0
136.3199955225,203.1600049138,0
127.800001502,206.3999998569,0
119.279999882,209.6400099993,0
110.7599982619,212.8800049424,0
102.2400042415,216.1199998856,0
93.7200026214,219.3599948287,0
85.2000010014,222.600004971,0
76.6799993813,225.8399999142,0
68.1599977612,229.0799948573,0
59.639999941,232.3200049996,0
51.1200021207,235.5599999428,0
42.6000005007,238.7999948859,0
34.0799988806,242.0400050282,0
25.5600010604,245.2799999714,0
17.0399994403,248.5199949145,0
8.5199997202,251.7600050569,0
0,255,0
0.0555555572,253.1777849793,0
0.1111111144,251.3555547595,0
0.1666666716,249.5333397388,0
0.2222222288,247.711109519,0
0.2777778008,245.8888944983,0
0.3333333432,244.0666642785,0
0.3888889152,242.2444492579,0
0.4444444575,240.422219038,0
0.5000000296,238.6000040174,0
0.5555556016,236.7777737975,0
0.6111111143,234.9555587769,0
0.6666666863,233.133328557,0
0.7222222583,231.3111135364,0
0.7777778304,229.4888833165,0
0.833333343,227.6666682959,0
0.8888889151,225.844438076,0
0.9444444871,224.0222230554,0
1.0000000591,222.2000080347,0
1.0555555718,220.3777778149,0
1.1111112032,218.5555627942,0
1.1666667159,216.7333325744,0
1.2222222285,214.9111175537,0
1.2777778599,213.0888873339,0
1.3333333726,211.2666723132,0
1.3888888853,209.4444420934,0
1.4444445167,207.6222270727,0
1.5000000293,205.7999968529,0
1.5555556607,203.9777818322,0
1.6111111734,202.1555516124,0
1.6666666861,200.3333365917,0
1.7222223175,198.5111063719,0
1.7777778301,196.6888913512,0
1.8333333428,194.8666611314,0
1.8888889742,193.0444461107,0
1.9444444869,191.2222158909,0
2.0000001183,189.4000008702,0
2.0555555122,187.5777858496,0
2.1111111436,185.7555556297,0
2.166666775,183.9333406091,0
2.2222224064,182.1111103892,0
2.2777778003,180.2888953686,0
2.3333334317,178.4666651487,0
2.3888890631,176.6444501281,0
2.4444444571,174.8222199082,0
2.5000000885,173.0000048876,0
2.5555557199,171.1777746677,0
2.6111111138,169.3555596471,0
2.6666667452,167.5333294272,0
2.7222223766,165.7111144066,0
2.7777777705,163.8888841867,0
2.8333334019,162.0666691661,0
2.8888890333,160.2444389462,0
2.9444446648,158.4222239256,0
3.0000000587,156.5999937058,0
3.0555556901,154.7777786851,0
3.1111113215,152.9555636644,0
3.1666667154,151.1333334446,0
3.2222223468,149.3111184239,0
3.2777779782,147.4888882041,0
3.3333333721,145.6666731834,0
3.3888890035,143.8444429636,0
