"date","value"
"2005-09-14",41.1649682171325
"2005-09-22",39.2896235448269
"2005-09-30",27.291357276355
"2005-10-08",17.1583196215549
"2005-10-16",14.5216087792737
"2005-10-24",16.0589275787133
"2005-11-01",16.1652612976521
"2005-11-09",22.386864257271
"2005-11-17",24.1492717835005
"2005-11-25",25.1159602882629
"2005-12-03",22.2082850375447
"2005-12-11",20.5739067582219
"2005-12-19",17.9673436476339
"2005-12-27",21.1265907568654
"2006-01-01",16.1901793858316
"2006-01-09",13.7623456790123
"2006-01-17",12.7942048073757
"2006-01-25",14.5634158665993
"2006-02-02",13.1003095032726
"2006-02-10",13.3036486486486
"2006-02-18",14.7193311538668
"2006-02-26",14.580334027108
"2006-03-06",18.5627648169891
"2006-03-14",25.2439960521987
"2006-03-22",27.7105276419896
"2006-03-30",36.6048984528549
"2006-04-07",41.5940793552387
"2006-04-15",41.9201577384001
"2006-04-23",43.1638361134909
"2006-05-01",41.1897585807167
"2006-05-09",41.6440054427254
"2006-05-17",33.906163382553
"2006-05-25",18.4035680088696
"2006-06-02",20.6391170689916
"2006-06-10",19.629441112735
"2006-06-18",22.2140805321776
"2006-06-26",23.8107645013355
"2006-07-04",42.2305084745763
"2006-07-12",50.0939524838013
"2006-07-20",64.9058612109483
"2006-07-28",67.8884451684094
"2006-08-05",57.3419617778267
"2006-08-13",51.92087889936
"2006-08-21",50.4401048228594
"2006-08-29",45.6483898604042
"2006-09-06",42.0524114297233
"2006-09-14",30.8689210300862
"2006-09-22",18.6064607166255
"2006-09-30",20.0776209677419
"2006-10-08",14.7220682356499
"2006-10-16",15.9492219492219
"2006-10-24",19.6161366728821
"2006-11-01",22.7258983016681
"2006-11-09",25.5535641339869
"2006-11-17",27.8159552487023
"2006-11-25",29.0889482437131
"2006-12-03",27.5851419747791
"2006-12-11",26.677417729174
"2006-12-19",22.4778195817657
"2006-12-27",21.1193367938316
"2007-01-01",22.717528604119
"2007-01-09",19.3812210868792
"2007-01-17",17.5433654185355
"2007-01-25",16.9610612327247
"2007-02-02",21.2362567707733
"2007-02-10",17.7409476410543
"2007-02-18",30.8852659466069
"2007-02-26",30.3455826060328
"2007-03-06",27.7268436278739
"2007-03-14",33.1366852633011
"2007-03-22",35.498384406921
"2007-03-30",36.2158171521036
"2007-04-07",43.8166607871794
"2007-04-15",48.0845134304289
"2007-04-23",41.700952476944
"2007-05-01",37.4629340321524
"2007-05-09",39.6844731139445
"2007-05-17",28.8084966990878
"2007-05-25",24.99249105478
"2007-06-02",19.4676127724278
"2007-06-10",12.3958070856221
"2007-06-18",23.4778095919828
"2007-06-26",30.1779972786373
"2007-07-04",38.3144491697043
"2007-07-12",57.8389313368545
"2007-07-20",71.8085974902989
"2007-07-28",70.1786524215088
"2007-08-05",62.8110668749685
"2007-08-13",54.7052864990173
"2007-08-21",57.7231265433654
"2007-08-29",47.3707100740815
"2007-09-06",37.764450939878
"2007-09-14",41.1588973441516
"2007-09-22",39.1940230811873
"2007-09-30",16.9096607856023
"2007-10-08",16.2820184269937
"2007-10-16",15.8416066261984
"2007-10-24",13.4175691937425
"2007-11-01",12.2399621112456
"2007-11-09",14.0473313192346
"2007-11-17",14.0866184546789
"2007-11-25",14.5513513513514
"2007-12-03",14.5388086642599
"2007-12-11",15.0440627333831
"2007-12-19",14.8532479967747
"2007-12-27",14.1403869471243
"2008-01-01",16.072424290979
"2008-01-09",NaN
"2008-01-17",12.0796675451044
"2008-01-25",12.0243816462018
"2008-02-02",10.9508973583384
"2008-02-10",11.3140103085883
"2008-02-18",13.0871120462914
"2008-02-26",12.9730052106221
"2008-03-05",15.8978095968635
"2008-03-13",26.1161044613711
"2008-03-21",29.0545604282479
"2008-03-29",34.8204575766903
"2008-04-06",44.5492855412933
"2008-04-14",46.7559816030179
"2008-04-22",44.7865506006923
"2008-04-30",43.7052201130856
"2008-05-08",41.4222143829058
"2008-05-16",27.6716726301467
"2008-05-24",25.3184498311747
"2008-06-01",20.7740261049236
"2008-06-09",23.6559995968352
"2008-06-17",22.1974609972469
"2008-06-25",33.1711434762889
"2008-07-03",45.904765668221
"2008-07-11",50.4150308778121
"2008-07-19",66.0028725495137
"2008-07-27",65.0916046108334
"2008-08-04",62.2468376757547
"2008-08-12",61.6580154210553
"2008-08-20",59.1728065312705
"2008-08-28",52.4441364712997
"2008-09-05",48.9304540644056
"2008-09-13",49.2646777201028
"2008-09-21",30.2945623141662
"2008-09-29",21.5612403906088
"2008-10-07",15.8210922787194
"2008-10-15",17.4925794314381
"2008-10-23",15.7711909302818
"2008-10-31",18.2362073456629
"2008-11-08",23.8201884795646
"2008-11-16",24.1402005745099
"2008-11-24",24.8995683153898
"2008-12-02",22.6757030656195
"2008-12-10",22.5573208722741
"2008-12-18",19.6824642152648
"2008-12-26",17.6821692864474
"2009-01-01",19.0501679047522
"2009-01-09",17.1144763316743
"2009-01-17",15.1775545234249
"2009-01-25",15.8738172310757
"2009-02-02",13.7843137254902
"2009-02-10",15.8717080909572
"2009-02-18",16.441690639522
"2009-02-26",18.311919860307
"2009-03-06",16.5704123596754
"2009-03-14",22.8380994524033
"2009-03-22",27.6182752954895
"2009-03-30",37.4616237464093
"2009-04-07",43.8855011842967
"2009-04-15",43.666446767482
"2009-04-23",42.9540896033866
"2009-05-01",41.4389961195384
"2009-05-09",36.2881116766618
"2009-05-17",38.8872146348838
"2009-05-25",34.307463589175
"2009-06-02",22.6702111575871
"2009-06-10",20.5962304087084
"2009-06-18",20.873507030187
"2009-06-26",26.4504359219876
"2009-07-04",35.7141057299803
"2009-07-12",40.6032353978733
"2009-07-20",59.189913899139
"2009-07-28",62.2986948069981
"2009-08-05",64.0234843521645
"2009-08-13",57.7963009625561
"2009-08-21",53.8868114700398
"2009-08-29",57.9761124829915
"2009-09-06",41.9781283072116
"2009-09-14",39.897646525223
"2009-09-22",36.3433452602933
"2009-09-30",16.1418636294915
"2009-10-08",14.9330082787343
"2009-10-16",14.1981643932863
"2009-10-24",15.9792874061382
"2009-11-01",17.7493354277429
"2009-11-09",NaN
"2009-11-17",NaN
"2009-11-25",13.0432428906861
"2009-12-03",13.9107936187399
"2009-12-11",13.9369550975155
"2009-12-19",14.427315319941
"2009-12-27",10.6615332351942
"2010-01-01",10.6434006954594
"2010-01-09",8.99360253851272
"2010-01-17",9.10523379653109
"2010-01-25",9.35397738744195
"2010-02-02",7.64146510758716
"2010-02-10",8.1239583900659
"2010-02-18",8.1424646171393
"2010-02-26",10.226924336718
"2010-03-06",10.390967937696
"2010-03-14",16.2726762320649
"2010-03-22",23.0403350696889
"2010-03-30",26.7819362036614
"2010-04-07",32.3217083177919
"2010-04-15",42.6646341463415
"2010-04-23",42.8490651615179
"2010-05-01",48.543415814141
"2010-05-09",44.4754321423172
"2010-05-17",40.7078062792924
"2010-05-25",39.9298493171395
"2010-06-02",24.4640427354735
"2010-06-10",23.1560751902434
"2010-06-18",23.692838784458
"2010-06-26",23.3818978985033
"2010-07-04",30.421191819464
"2010-07-12",43.4657942686765
"2010-07-20",53.9460011344299
"2010-07-28",59.0008063296881
"2010-08-05",60.8208436224361
"2010-08-13",56.4470090208134
"2010-08-21",61.5738911290323
"2010-08-29",54.9209292949655
"2010-09-06",56.1232143758518
"2010-09-14",44.3702453659059
"2010-09-22",31.7281157083102
"2010-09-30",33.7362797964018
"2010-10-08",20.0684751916095
"2010-10-16",17.0122789287519
"2010-10-24",15.3580977650781
"2010-11-01",16.9989091475768
"2010-11-09",19.4464260236838
"2010-11-17",20.575761470248
"2010-11-25",21.076103500761
"2010-12-03",20.9680979739946
"2010-12-11",20.9049117738108
"2010-12-19",19.4329392580514
"2010-12-27",20.1022560335782
"2011-01-01",18.5308463366746
"2011-01-09",18.9790703052729
"2011-01-17",15.2382814483774
"2011-01-25",15.0812421373237
"2011-02-02",12.7272020437632
"2011-02-10",14.5924594549406
"2011-02-18",12.7846868217837
"2011-02-26",13.7444610855756
"2011-03-06",14.021539773939
"2011-03-14",18.1182586837294
"2011-03-22",25.7228801015014
"2011-03-30",39.3566000416406
"2011-04-07",38.7400594668145
"2011-04-15",48.8867848305812
"2011-04-23",48.0375151270674
"2011-05-01",45.008113692486
"2011-05-09",45.9451695812125
"2011-05-17",36.5558131330948
"2011-05-25",36.2431084009474
"2011-06-02",25.1234188378773
"2011-06-10",20.9845285491105
"2011-06-18",20.6164320450474
"2011-06-26",27.7024139495036
"2011-07-04",24.5527390011591
"2011-07-12",31.606007156176
"2011-07-20",52.0221589640545
"2011-07-28",52.8719979690277
"2011-08-05",56.4118040834542
"2011-08-13",57.4852619290822
"2011-08-21",53.7229194825256
"2011-08-29",53.8676642150647
"2011-09-06",44.6351358161568
"2011-09-14",46.6422919921383
"2011-09-22",44.1992138285542
"2011-09-30",16.8524673219171
"2011-10-08",14.6610391573855
"2011-10-16",16.8483596230409
"2011-10-24",15.502907757001
"2011-11-01",33.0243323896243
"2011-11-09",28.495943153757
"2011-11-17",28.897545734012
"2011-11-25",28.7424884049203
"2011-12-03",27.2165933565903
"2011-12-11",27.2550727716987
"2011-12-19",24.6196585513688
"2011-12-27",22.6152295519831
"2012-01-01",24.5039274605936
"2012-01-09",20.1463253928028
"2012-01-17",18.1922475931247
"2012-01-25",17.8639551899884
"2012-02-02",15.3703703703704
"2012-02-10",15.4683603491272
"2012-02-18",14.6819147859528
"2012-02-26",19.0199212598425
"2012-03-05",20.0063402606552
"2012-03-13",23.2995030787512
"2012-03-21",24.6556475219542
"2012-03-29",32.7542710275664
"2012-04-06",35.244065917452
"2012-04-14",53.1609604720965
"2012-04-22",58.7247988520473
"2012-04-30",54.0888978481076
"2012-05-08",44.6740916192108
"2012-05-16",38.7924708965378
"2012-05-24",35.8956307010029
"2012-06-01",20.8313763039863
"2012-06-09",22.4999748021972
"2012-06-17",21.5865040568462
"2012-06-25",30.9921164342025
"2012-07-03",31.0838582875573
"2012-07-11",37.0009154249097
"2012-07-19",62.9030064014632
"2012-07-27",67.2878357830715
"2012-08-04",56.480840669686
"2012-08-12",59.4189012096774
"2012-08-20",54.5153454618757
"2012-08-28",50.7173310487326
"2012-09-05",49.5063565735042
"2012-09-13",47.3871390414756
"2012-09-21",31.3998387340624
"2012-09-29",32.1286095852442
"2012-10-07",16.6174323090964
"2012-10-15",14.2293810267737
"2012-10-23",19.0261844003107
"2012-10-31",15.9402812074787
"2012-11-08",24.1165740191052
"2012-11-16",26.2065625272711
"2012-11-24",22.2977837027162
"2012-12-02",22.574540503744
"2012-12-10",21.5628465804067
"2012-12-18",19.2313509620331
"2012-12-26",19.6525811370072
"2013-01-01",18.1433015873016
"2013-01-09",13.697223180407
"2013-01-17",12.9084828711256
"2013-01-25",12.258407079646
"2013-02-02",12.4734650347875
"2013-02-10",NaN
"2013-02-18",15.7141069752893
"2013-02-26",14.6901873137505
"2013-03-06",17.6147030903913
"2013-03-14",31.1337734725905
"2013-03-22",35.360250038428
"2013-03-30",38.9805349107639
"2013-04-07",37.9325351967938
"2013-04-15",52.7614604871653
"2013-04-23",47.6549916847251
"2013-05-01",50.4563322078315
"2013-05-09",42.7757899511163
"2013-05-17",36.5861008920022
"2013-05-25",38.7830469183087
"2013-06-02",20.9008718439752
"2013-06-10",17.7724134455475
"2013-06-18",22.6116514639923
"2013-06-26",19.7963009625561
"2013-07-04",33.7956276368418
"2013-07-12",39.1055950759296
"2013-07-20",48.0959028372726
"2013-07-28",55.6608375749635
"2013-08-05",53.606107947387
"2013-08-13",59.9573149221388
"2013-08-21",46.7377412689613
"2013-08-29",46.6288867610744
"2013-09-06",41.8109102212091
"2013-09-14",31.7739643181131
"2013-09-22",24.1557224210049
"2013-09-30",17.0472206823565
"2013-10-08",14.7744796653732
"2013-10-16",14.1613714285714
"2013-10-24",19.2098221659417
"2013-11-01",16.2307614775992
"2013-11-09",22.1390414755833
"2013-11-17",24.9918359119085
"2013-11-25",25.2813500737051
"2013-12-03",26.7560161779575
"2013-12-11",21.7181877740261
"2013-12-19",20.7456635740218
"2013-12-27",19.5003853069612
"2014-01-01",21.2791996277338
"2014-01-09",18.7381954716122
"2014-01-17",17.3696411398492
"2014-01-25",16.425630810093
"2014-02-02",15.8193520393405
"2014-02-10",NaN
"2014-02-18",20.8250758341759
"2014-02-26",26.8691113984851
"2014-03-06",32.6584996975197
"2014-03-14",29.1004384417679
"2014-03-22",46.2016267555825
"2014-03-30",52.8721762807584
"2014-04-07",57.1572543382277
"2014-04-15",55.0530441865201
"2014-04-23",46.9596331199919
"2014-05-01",50.5955752658368
"2014-05-09",41.7844579952628
"2014-05-17",33.2813082699189
"2014-05-25",31.1533538275462
"2014-06-02",19.9623544826891
"2014-06-10",22.6756538829814
"2014-06-18",23.0175364640418
"2014-06-26",25.5709822103513
"2014-07-04",39.5579300870096
"2014-07-12",43.6514135967344
"2014-07-20",58.7934845231237
"2014-07-28",61.1845921450151
"2014-08-05",55.4367972570968
"2014-08-13",56.9749533840649
"2014-08-21",52.4900645551745
"2014-08-29",49.426392606434
"2014-09-06",48.4354043392505
"2014-09-14",44.7223195876289
"2014-09-22",31.4243706149402
"2014-09-30",17.2852250195277
"2014-10-08",13.6769909261418
"2014-10-16",15.4187141947804
"2014-10-24",20.5371385083714
"2014-11-01",27.6262661895883
"2014-11-09",29.9040971627274
"2014-11-17",31.439338792842
"2014-11-25",31.1535435056747
"2014-12-03",27.3767074413863
"2014-12-11",28.6964258632021
"2014-12-19",23.6870026525199
"2014-12-27",25.3124552809731
"2015-01-01",22.0566077330675
"2015-01-09",20.9193432529502
"2015-01-17",20.871014268789
"2015-01-25",19.2237691686844
"2015-02-02",20.5292415473652
"2015-02-10",19.6149662019434
"2015-02-18",22.6834956432599
"2015-02-26",22.8037397540984
"2015-03-06",30.5885281715186
"2015-03-14",34.8653691004437
"2015-03-22",37.956209700028
"2015-03-30",54.5649350649351
"2015-04-07",48.2337470749822
"2015-04-15",53.670401776701
"2015-04-23",53.8213363051517
"2015-05-01",50.3875910194175
"2015-05-09",46.4915083404727
"2015-05-17",47.146705680557
"2015-05-25",23.0945925515295
"2015-06-02",22.8262756775854
"2015-06-10",21.7360970677452
"2015-06-18",23.4991427995159
"2015-06-26",24.3623947991735
"2015-07-04",30.4759671128913
"2015-07-12",48.4928861788618
"2015-07-20",45.8683516824314
"2015-07-28",55.343760862009
"2015-08-05",58.436572130644
"2015-08-13",51.5303251827577
"2015-08-21",55.356779661017
"2015-08-29",51.0047513141933
"2015-09-06",52.2531530622541
"2015-09-14",43.6724417426545
"2015-09-22",28.6678713408023
"2015-09-30",27.6546391752577
"2015-10-08",16.3936004784689
"2015-10-16",15.8329929541509
"2015-10-24",15.723923797495
"2015-11-01",15.6462913872862
"2015-11-09",11.9539748953975
"2015-11-17",16.2812252023488
"2015-11-25",17.7986509103819
"2015-12-03",16.6560348319158
"2015-12-11",16.4329542449088
"2015-12-19",13.2538382804504
"2015-12-27",13.3683428697183
"2016-01-01",13.6036700045748
"2016-01-09",12.8907589379051
"2016-01-17",11.8879711432903
"2016-01-25",11.2293241085684
"2016-02-02",12.6645695872334
"2016-02-10",12.0536203919976
"2016-02-18",13.6289215437026
"2016-02-26",18.8131328948742
"2016-03-05",20.6863422291994
"2016-03-13",28.5386802252474
"2016-03-21",32.663702875724
"2016-03-29",45.6577047808348
"2016-04-06",53.1929195495177
"2016-04-14",51.0769658098076
"2016-04-22",45.3506939187484
"2016-04-30",42.7822909842262
"2016-05-08",42.5513560008096
"2016-05-16",40.3982260746863
"2016-05-24",37.422550213025
"2016-06-01",18.4391042028837
"2016-06-09",20.4069508991716
"2016-06-17",21.3287305346974
"2016-06-25",23.8961006162239
"2016-07-03",35.280086690464
"2016-07-11",60.9642122326828
"2016-07-19",65.070820915741
"2016-07-27",60.9215427818213
"2016-08-04",58.0418751646036
"2016-08-12",57.8844932721867
"2016-08-20",51.561764260092
"2016-08-28",50.5132288464446
"2016-09-05",39.297561960527
"2016-09-13",42.3630621526023
"2016-09-21",17.8913974701406
"2016-09-29",17.1534965917698
"2016-10-07",17.3402048975512
"2016-10-15",15.8526102195167
"2016-10-23",18.613692722372
"2016-10-31",21.822972562519
"2016-11-08",24.8728539688952
"2016-11-16",23.6234944312856
"2016-11-24",25.3860298239713
"2016-12-02",25.2854516672624
"2016-12-10",25.5313854081274
"2016-12-18",15.6923076923077
"2016-12-26",25.85510358034
"2017-01-01",24.1595362508165
"2017-01-09",24.6196892834496
"2017-01-17",22.7787183828434
"2017-01-25",22.2214546932141
"2017-02-02",23.918509127789
"2017-02-10",24.5865040568462
"2017-02-18",25.1580910144635
"2017-02-26",28.6305864509606
"2017-03-06",33.1960097471825
"2017-03-14",43.5389911846017
"2017-03-22",43.5341342683304
"2017-03-30",49.3717987650572
"2017-04-07",50.761380841829
"2017-04-15",53.4227687345663
"2017-04-23",50.5558084256309
"2017-05-01",47.7711808548395
"2017-05-09",42.3142166003125
"2017-05-17",34.2628302459763
"2017-05-25",26.69392606079
"2017-06-02",20.4900040387722
"2017-06-10",20.8054253012656
"2017-06-18",29.4174274700751
"2017-06-26",35.5952104279291
"2017-07-04",34.2060948310948
"2017-07-12",39.7186125494126
"2017-07-20",59.0817307692308
"2017-07-28",54.9858892304591
"2017-08-05",55.9084311848007
"2017-08-13",53.147996729354
"2017-08-21",55.03375501002
"2017-08-29",55.3620314634023
"2017-09-06",46.0802731411229
"2017-09-14",37.1100015363343
"2017-09-22",24.0882979803106
"2017-09-30",16.7402597402597
"2017-10-08",17.7650862068966
"2017-10-16",15.2572705348276
"2017-10-24",17.8354978354978
"2017-11-01",21.0483420504748
"2017-11-09",22.07304224496
"2017-11-17",21.7737333089446
"2017-11-25",21.5963803211828
"2017-12-03",21.2888071895425
"2017-12-11",22.4547394087169
"2017-12-19",19.9555520735402
"2017-12-27",20.0640543741311
"2018-01-01",19.5717960590626
"2018-01-09",19.0212469895638
"2018-01-17",16.1520490445156
"2018-01-25",16.2375895664725
"2018-02-02",15.7757928336079
"2018-02-10",15.6170566707331
"2018-02-18",15.3569708322184
"2018-02-26",17.2084375808817
"2018-03-06",20.7369197230059
"2018-03-14",28.799405568881
"2018-03-22",37.6508823681623
"2018-03-30",37.0730829658912
"2018-04-07",35.6790236928105
"2018-04-15",42.6828946031101
"2018-04-23",41.7129970266593
"2018-05-01",41.8006287394788
"2018-05-09",31.328377898422
"2018-05-17",30.9459199676228
"2018-05-25",27.5765064836003
"2018-06-02",23.4794168096055
"2018-06-10",22.4536560766515
"2018-06-18",26.0119300374077
"2018-06-26",28.4286511439152
"2018-07-04",44.4007607192255
"2018-07-12",58.6794640965897
"2018-07-20",63.6936689154126
"2018-07-28",68.7956989247312
"2018-08-05",61.0269536147096
"2018-08-13",59.3745068285281
"2018-08-21",51.7085711373828
"2018-08-29",46.9154048051686
