DATE,TMAX,TMIN,WND,HUM,PRCP
1973-02-08,0.000000,-3.000000,2.572222,78.386237,NaN
1973-02-09,3.000000,-2.000000,2.829444,83.639120,NaN
1973-02-10,1.000000,-2.000000,1.594778,98.786248,NaN
1973-02-11,2.000000,-4.000000,2.417889,86.441208,0.000000
1973-02-12,4.000000,0.000000,4.835778,87.732236,0.000000
1973-02-13,13.000000,0.000000,2.160667,62.359285,0.000000
1973-02-14,16.000000,-2.000000,5.864667,59.406604,0.000000
1973-02-15,18.000000,-1.000000,5.864667,68.176683,0.000000
1973-02-16,16.000000,0.000000,4.835778,67.320294,0.000000
1973-02-17,8.000000,-2.000000,5.864667,52.782138,0.000000
1973-02-18,5.000000,-3.000000,2.726556,51.395588,0.000000
1973-02-19,5.000000,-4.000000,4.269889,61.419054,0.000000
1973-02-20,12.000000,-5.000000,6.121889,51.713495,0.000000
1973-02-21,13.000000,-1.000000,5.710333,69.705417,0.000000
1973-02-22,4.000000,-3.000000,4.835778,72.650420,0.000000
1973-02-23,9.000000,-4.000000,3.549667,44.055518,0.000000
1973-02-25,5.000000,-3.000000,2.160667,67.962117,0.000000
1973-02-26,10.000000,-4.000000,2.829444,63.992117,NaN
1973-02-27,8.000000,1.000000,2.417889,87.932932,NaN
1973-02-28,12.000000,-4.000000,3.138111,53.002563,0.000000
1973-03-01,8.000000,-1.000000,2.726556,61.608841,0.000000
1973-03-02,11.000000,-1.000000,4.424222,48.864558,0.000000
1973-03-03,14.000000,-3.000000,4.578556,52.975480,0.000000
1973-03-04,10.000000,-2.000000,3.549667,43.579006,0.000000
1973-03-05,13.000000,-3.000000,4.990111,42.352413,NaN
1973-03-06,7.000000,1.000000,4.012667,80.724746,1.016000
1973-03-07,15.000000,-1.000000,4.424222,45.410491,0.000000
1973-03-08,14.000000,-4.000000,3.292444,58.707707,NaN
1973-03-09,6.000000,3.000000,3.138111,90.337807,1.016000
1973-03-10,8.000000,3.000000,2.160667,78.565866,2.032000
1973-03-11,12.000000,1.000000,2.417889,73.240756,0.000000
1973-03-12,15.000000,1.000000,4.167000,49.798747,0.000000
1973-03-13,12.000000,-5.000000,2.263556,53.957628,0.000000
1973-03-14,13.000000,2.000000,4.269889,47.157528,0.000000
1973-03-15,17.000000,-4.000000,2.983778,52.652358,0.000000
1973-03-16,13.000000,-2.000000,4.835778,48.372513,0.000000
1973-03-17,16.000000,-4.000000,4.269889,59.141713,0.000000
1973-03-18,18.000000,-1.000000,4.012667,43.214613,0.000000
1973-03-19,23.000000,-1.000000,9.002778,29.520666,0.000000
1973-03-20,15.000000,0.000000,5.556000,28.628910,0.000000
1973-03-21,16.000000,-2.000000,3.189556,32.716819,0.000000
1973-03-22,16.000000,-2.000000,4.372778,50.531761,NaN
1973-03-23,20.000000,-2.000000,3.138111,28.900229,0.000000
1973-03-24,13.000000,3.000000,4.835778,34.001527,0.000000
1973-03-25,11.000000,1.000000,4.990111,54.724515,0.000000
1973-03-26,20.000000,1.000000,5.144444,67.841216,0.000000
1973-03-27,25.000000,12.000000,3.858333,66.740223,0.000000
1973-03-28,25.000000,8.000000,5.144444,62.780513,NaN
1973-03-29,20.000000,5.000000,3.292444,49.446214,1.016000
1973-03-30,23.000000,10.000000,5.298778,52.666516,0.000000
1973-03-31,21.000000,10.000000,4.424222,48.535581,0.000000
1973-04-01,12.000000,4.000000,3.138111,73.342985,NaN
1973-04-02,10.000000,1.000000,3.549667,76.984206,0.000000
1973-04-03,20.000000,-2.000000,3.446778,35.134243,0.000000
1973-04-04,17.000000,0.000000,4.732889,31.793022,0.000000
1973-04-05,22.000000,8.000000,5.298778,42.326265,0.000000
1973-04-06,26.000000,9.000000,4.424222,52.260360,0.000000
1973-04-07,26.000000,8.000000,2.983778,60.322145,0.000000
1973-04-08,20.000000,10.000000,5.813222,53.327634,0.000000
1973-04-09,19.000000,9.000000,2.006333,62.818876,0.000000
1973-04-10,16.000000,8.000000,4.990111,57.299887,NaN
1973-04-11,19.000000,3.000000,3.446778,42.390602,3.048000
1973-04-12,21.000000,9.000000,6.276222,43.554479,0.000000
1973-04-13,20.000000,5.000000,3.858333,60.674927,NaN
1973-04-14,17.000000,10.000000,2.263556,84.217058,3.048000
1973-04-15,20.000000,8.000000,2.726556,69.920865,0.000000
1973-04-16,18.000000,4.000000,4.732889,60.950537,0.000000
1973-04-17,21.000000,-2.000000,4.012667,35.169856,0.000000
1973-04-18,25.000000,4.000000,4.269889,35.024891,0.000000
1973-04-19,28.000000,10.000000,4.424222,32.586475,0.000000
1973-04-20,29.000000,12.000000,2.726556,39.763853,0.000000
1973-04-21,29.000000,15.000000,6.687778,44.546180,0.000000
1973-04-22,27.000000,16.000000,4.115556,64.540458,NaN
1973-04-23,24.000000,13.000000,4.115556,70.863295,4.064000
1973-04-24,32.000000,18.000000,4.990111,62.096792,0.000000
1973-04-25,26.000000,12.000000,5.710333,38.660666,NaN
1973-04-26,26.000000,11.000000,2.160667,50.277017,1.016000
1973-04-27,26.000000,10.000000,5.298778,36.252143,0.000000
1973-04-28,24.000000,11.000000,4.269889,58.777532,0.000000
1973-04-29,27.000000,14.000000,2.983778,52.655849,0.000000
1973-04-30,18.000000,13.000000,5.401667,98.247967,2.032000
1973-05-01,21.000000,14.000000,4.269889,82.563711,23.114000
1973-05-02,24.000000,12.000000,1.852000,79.248460,0.000000
1973-05-03,21.000000,10.000000,2.983778,66.199452,5.080000
1973-05-04,23.000000,9.000000,6.019000,51.382595,0.000000
1973-05-05,31.000000,13.000000,6.482000,67.709413,0.000000
1973-05-06,25.000000,17.000000,4.475667,81.353585,NaN
1973-05-07,19.000000,11.000000,4.424222,82.191582,6.096000
1973-05-08,23.000000,10.000000,4.012667,74.717131,0.000000
1973-05-09,24.000000,11.000000,2.315000,58.290146,0.000000
1973-05-10,27.000000,10.000000,3.498222,48.805424,0.000000
1973-05-11,27.000000,12.000000,7.305111,46.985714,0.000000
1973-05-12,30.000000,14.000000,3.806889,55.853759,0.000000
1973-05-13,26.000000,16.000000,4.012667,70.342359,0.000000
1973-05-14,26.000000,16.000000,2.829444,62.948353,NaN
1973-05-15,26.000000,13.000000,2.315000,67.505643,0.000000
1973-05-16,26.000000,13.000000,1.594778,69.704263,0.000000
1973-05-17,30.000000,12.000000,4.269889,77.085688,NaN
1973-05-18,28.000000,13.000000,6.584889,34.622744,3.048000
1973-05-19,26.000000,11.000000,4.012667,31.915788,0.000000
1973-05-20,29.000000,12.000000,3.806889,41.581199,0.000000
1973-05-21,29.000000,12.000000,3.446778,44.444907,0.000000
1973-05-22,29.000000,13.000000,3.292444,49.907485,0.000000
1973-05-23,28.000000,12.000000,4.012667,49.045853,0.000000
1973-05-24,28.000000,18.000000,4.578556,49.377007,NaN
1973-05-25,26.000000,14.000000,2.983778,71.645531,0.000000
1973-05-26,29.000000,13.000000,3.446778,62.906362,NaN
1973-05-27,19.000000,15.000000,2.417889,90.600594,2.032000
1973-05-28,29.000000,13.000000,3.189556,37.638389,1.016000
1973-05-29,31.000000,12.000000,3.138111,24.398709,0.000000
1973-05-30,31.000000,15.000000,5.144444,48.080563,0.000000
1973-05-31,32.000000,14.000000,2.829444,38.346574,0.000000
1973-06-01,30.000000,17.000000,3.601111,54.466463,0.000000
1973-06-02,21.000000,16.000000,2.263556,93.253582,9.906000
1973-06-03,26.000000,15.000000,3.446778,73.143821,0.000000
1973-06-04,24.000000,13.000000,4.681444,90.761238,0.000000
1973-06-05,25.000000,12.000000,2.160667,76.212775,9.906000
1973-06-06,31.000000,15.000000,4.167000,48.279090,0.000000
1973-06-07,38.000000,19.000000,6.482000,32.892438,0.000000
1973-06-08,37.000000,22.000000,6.224778,24.777345,0.000000
1973-06-09,36.000000,21.000000,2.829444,48.749216,NaN
1973-06-10,28.000000,18.000000,4.012667,85.320526,82.042000
1973-06-11,25.000000,16.000000,2.315000,80.328230,43.942000
1973-06-12,25.000000,16.000000,4.269889,81.712520,0.000000
1973-06-13,26.000000,16.000000,2.726556,70.718104,1.016000
1973-06-14,29.000000,18.000000,2.160667,68.539944,0.000000
1973-06-15,30.000000,20.000000,2.829444,70.432141,7.112000
1973-06-16,30.000000,19.000000,2.006333,72.591527,0.000000
1973-06-17,32.000000,21.000000,5.350222,59.640664,0.000000
1973-06-18,33.000000,20.000000,4.167000,59.058536,0.000000
1973-06-19,32.000000,20.000000,2.263556,61.703173,0.000000
1973-06-20,34.000000,20.000000,2.829444,64.960986,0.000000
1973-06-21,35.000000,23.000000,2.006333,46.780456,NaN
1973-06-22,37.000000,23.000000,4.835778,45.265332,0.000000
1973-06-23,36.000000,22.000000,2.623667,50.254775,0.000000
1973-06-24,36.000000,23.000000,4.115556,47.466618,0.000000
1973-06-25,33.000000,22.000000,2.983778,87.425488,71.120000
1973-06-26,22.000000,19.000000,2.417889,93.994235,112.014000
1973-06-27,28.000000,19.000000,0.874556,78.394105,0.000000
1973-06-28,30.000000,21.000000,2.160667,75.242594,0.000000
1973-06-29,27.000000,19.000000,1.131778,90.946603,21.082000
1973-06-30,31.000000,21.000000,1.852000,78.741722,22.098000
1973-07-01,31.000000,19.000000,4.835778,88.558935,4.064000
1973-07-02,20.000000,18.000000,4.012667,93.942250,34.036000
1973-07-03,28.000000,19.000000,3.395333,84.417773,19.050000
1973-07-04,31.000000,21.000000,1.389000,70.606110,0.000000
1973-07-05,29.000000,23.000000,3.549667,86.680890,3.048000
1973-07-06,31.000000,24.000000,4.012667,80.151693,2.032000
1973-07-07,32.000000,23.000000,2.829444,80.427712,0.000000
1973-07-08,32.000000,23.000000,2.572222,82.842878,7.112000
1973-07-09,32.000000,23.000000,2.006333,82.958484,0.000000
1973-07-10,31.000000,21.000000,3.858333,84.394168,13.970000
1973-07-11,26.000000,20.000000,2.880889,93.483282,2.032000
1973-07-12,30.000000,22.000000,4.784333,83.652248,0.000000
1973-07-13,32.000000,25.000000,2.572222,73.630837,0.000000
1973-07-14,30.000000,20.000000,3.704000,90.130855,74.930000
1973-07-15,24.000000,18.000000,2.006333,89.876182,7.112000
1973-07-16,27.000000,19.000000,1.594778,75.672884,0.000000
1973-07-17,29.000000,23.000000,1.594778,87.826975,NaN
1973-07-18,29.000000,21.000000,2.006333,90.146458,17.018000
1973-07-19,27.000000,21.000000,2.829444,91.347437,0.000000
1973-07-20,31.000000,21.000000,2.983778,78.718275,0.000000
1973-07-21,33.000000,22.000000,3.498222,79.081427,0.000000
1973-07-22,35.000000,23.000000,3.498222,76.904556,0.000000
1973-07-23,33.000000,22.000000,3.446778,73.033873,0.000000
1973-07-24,33.000000,25.000000,3.189556,80.449441,0.000000
1973-07-25,28.000000,21.000000,2.160667,95.725734,15.494000
1973-07-26,31.000000,21.000000,2.160667,84.177141,0.000000
1973-07-27,32.000000,23.000000,2.417889,80.341229,0.000000
1973-07-28,29.000000,23.000000,3.549667,94.523504,25.908000
1973-07-29,28.000000,20.000000,3.292444,84.117001,0.000000
1973-07-30,31.000000,24.000000,2.006333,73.387112,0.000000
1973-07-31,28.000000,24.000000,2.417889,87.288687,0.000000
1973-08-01,27.000000,21.000000,4.218444,69.451111,0.000000
1973-08-02,33.000000,20.000000,6.327667,71.035570,0.000000
1973-08-03,32.000000,22.000000,4.835778,75.378110,0.000000
1973-08-04,33.000000,24.000000,2.006333,82.579604,0.000000
1973-08-05,35.000000,26.000000,2.983778,79.979972,0.000000
1973-08-06,35.000000,26.000000,4.012667,73.475628,0.000000
1973-08-07,35.000000,26.000000,3.858333,74.081760,0.000000
1973-08-08,34.000000,24.000000,3.446778,78.614184,0.000000
1973-08-09,33.000000,24.000000,2.006333,76.946174,0.000000
1973-08-10,33.000000,25.000000,3.138111,77.219259,10.922000
1973-08-11,34.000000,25.000000,3.601111,69.474820,0.000000
1973-08-12,34.000000,24.000000,4.115556,69.404671,0.000000
1973-08-13,33.000000,24.000000,3.446778,75.944364,0.000000
1973-08-14,33.000000,23.000000,3.498222,74.402545,0.000000
1973-08-15,33.000000,23.000000,2.006333,82.842878,9.906000
1973-08-16,33.000000,22.000000,1.594778,79.273910,0.000000
1973-08-17,35.000000,22.000000,0.720222,72.065657,0.000000
1973-08-18,31.000000,23.000000,2.417889,81.721613,0.000000
1973-08-19,30.000000,22.000000,2.726556,84.951857,4.064000
1973-08-20,33.000000,23.000000,2.417889,81.143061,0.000000
1973-08-21,34.000000,26.000000,2.572222,80.435026,0.000000
1973-08-22,30.000000,21.000000,3.498222,82.921256,0.000000
1973-08-23,30.000000,19.000000,2.726556,69.270260,0.000000
1973-08-24,32.000000,19.000000,1.852000,72.672569,0.000000
1973-08-25,33.000000,22.000000,2.417889,70.819060,0.000000
1973-08-26,38.000000,24.000000,3.446778,75.188303,0.000000
1973-08-27,24.000000,18.000000,4.732889,85.216832,0.000000
1973-08-28,28.000000,16.000000,NaN,80.387886,0.000000
1973-08-29,31.000000,16.000000,0.977444,68.724225,NaN
1973-08-30,24.000000,17.000000,4.578556,95.558659,93.980000
1973-08-31,23.000000,15.000000,2.983778,93.884545,87.122000
1973-09-01,26.000000,14.000000,2.160667,74.933293,0.000000
1973-09-02,29.000000,18.000000,2.829444,72.307455,0.000000
1973-09-03,29.000000,18.000000,2.160667,79.166249,NaN
1973-09-04,26.000000,20.000000,1.337556,86.690429,0.000000
1973-09-05,26.000000,20.000000,2.520778,84.049666,0.254000
1973-09-06,29.000000,19.000000,4.218444,61.622012,0.000000
1973-09-07,27.000000,18.000000,2.006333,78.489451,5.080000
1973-09-08,23.000000,17.000000,2.006333,85.833914,0.000000
1973-09-09,25.000000,16.000000,2.263556,78.637529,0.000000
1973-09-10,26.000000,14.000000,2.726556,68.904080,0.000000
1973-09-11,27.000000,14.000000,0.874556,65.359464,0.000000
1973-09-12,25.000000,14.000000,1.440444,73.384338,0.000000
1973-09-13,27.000000,14.000000,0.823111,76.206062,0.000000
1973-09-14,27.000000,17.000000,0.565889,74.038090,0.000000
1973-09-15,28.000000,17.000000,1.440444,75.141348,1.016000
1973-09-16,28.000000,17.000000,2.006333,77.274003,0.000000
1973-09-17,28.000000,16.000000,2.829444,81.267315,0.000000
1973-09-18,26.000000,15.000000,2.263556,68.045191,0.000000
1973-09-19,28.000000,14.000000,1.131778,68.198644,0.000000
1973-09-20,28.000000,14.000000,2.006333,68.189221,0.000000
1973-09-21,28.000000,15.000000,1.594778,68.474985,0.000000
1973-09-22,31.000000,15.000000,2.315000,63.852584,0.000000
1973-09-23,31.000000,15.000000,3.652556,54.870759,0.000000
1973-09-24,23.000000,16.000000,2.520778,91.061418,21.082000
1973-09-25,21.000000,8.000000,4.269889,86.902275,0.000000
1973-09-26,22.000000,8.000000,1.337556,65.928281,0.000000
1973-09-27,23.000000,8.000000,2.572222,59.456562,1.016000
1973-09-28,14.000000,12.000000,2.829444,95.737388,7.112000
1973-09-29,22.000000,11.000000,2.263556,78.047799,4.064000
1973-09-30,28.000000,12.000000,2.983778,67.675572,0.000000
1973-10-01,22.000000,15.000000,2.983778,81.812908,0.000000
1973-10-02,20.000000,15.000000,1.852000,89.674612,7.112000
1973-10-03,18.000000,14.000000,3.601111,98.592611,11.938000
1973-10-04,15.000000,10.000000,6.996444,95.649181,13.970000
1973-10-05,14.000000,10.000000,4.218444,88.878690,11.938000
1973-10-06,19.000000,11.000000,2.417889,73.450469,5.080000
1973-10-07,18.000000,9.000000,2.160667,72.235426,0.000000
1973-10-08,20.000000,8.000000,2.160667,65.227418,0.000000
1973-10-09,19.000000,8.000000,1.131778,75.709403,0.000000
1973-10-10,22.000000,13.000000,2.983778,72.582142,0.000000
1973-10-11,24.000000,13.000000,1.440444,72.761266,0.000000
1973-10-12,17.000000,12.000000,4.732889,63.562475,NaN
1973-10-13,16.000000,5.000000,2.263556,56.974677,0.000000
1973-10-14,19.000000,3.000000,2.572222,53.747918,0.000000
1973-10-15,20.000000,5.000000,3.446778,63.756759,0.000000
1973-10-16,22.000000,7.000000,2.572222,60.110316,0.000000
1973-10-17,20.000000,5.000000,2.006333,65.731660,0.000000
1973-10-18,21.000000,8.000000,3.704000,59.107208,0.000000
1973-10-19,18.000000,8.000000,3.446778,79.155512,0.000000
1973-10-20,25.000000,8.000000,2.315000,55.614349,0.000000
1973-10-21,20.000000,4.000000,2.880889,43.007920,0.000000
1973-10-22,21.000000,4.000000,3.549667,46.132557,0.000000
1973-10-23,15.000000,0.000000,3.652556,53.625469,0.000000
1973-10-24,15.000000,-1.000000,2.263556,49.023255,0.000000
1973-10-25,18.000000,3.000000,4.681444,43.450790,NaN
1973-10-26,14.000000,8.000000,2.160667,89.369709,6.604000
1973-10-27,14.000000,4.000000,3.498222,76.193075,0.000000
1973-10-28,17.000000,3.000000,3.446778,65.774565,0.000000
1973-10-29,20.000000,6.000000,4.167000,59.183701,0.000000
1973-10-30,20.000000,7.000000,2.880889,68.966429,0.000000
1973-10-31,17.000000,6.000000,3.343889,80.851266,0.000000
1973-11-01,14.000000,6.000000,2.520778,80.345701,0.000000
1973-11-02,10.000000,7.000000,0.977444,84.305491,0.000000
1973-11-03,17.000000,6.000000,3.138111,76.519988,NaN
1973-11-04,11.000000,6.000000,4.835778,83.721019,0.000000
1973-11-05,14.000000,2.000000,1.697667,72.818073,NaN
1973-11-06,17.000000,1.000000,3.446778,67.032414,0.000000
1973-11-07,17.000000,5.000000,5.401667,68.069609,NaN
1973-11-08,17.000000,9.000000,5.710333,65.021699,0.000000
1973-11-09,13.000000,1.000000,4.012667,44.315096,0.000000
1973-11-10,11.000000,-1.000000,3.138111,47.640193,0.000000
1973-11-11,15.000000,-1.000000,2.160667,49.436483,0.000000
1973-11-12,16.000000,1.000000,2.006333,54.032720,0.000000
1973-11-13,18.000000,-1.000000,0.977444,56.267587,0.000000
1973-11-14,18.000000,-1.000000,2.983778,39.326779,0.000000
1973-11-15,18.000000,3.000000,3.292444,36.636772,0.000000
1973-11-16,14.000000,2.000000,2.006333,44.734057,0.000000
1973-11-17,8.000000,-3.000000,2.778000,49.768906,0.000000
1973-11-18,13.000000,-3.000000,3.549667,45.300281,0.000000
1973-11-19,15.000000,-3.000000,1.852000,52.547995,0.000000
1973-11-20,17.000000,-2.000000,2.829444,55.622974,0.000000
1973-11-21,13.000000,-2.000000,2.829444,59.862312,0.000000
1973-11-22,16.000000,-1.000000,3.446778,60.429237,0.000000
1973-11-23,15.000000,3.000000,3.189556,62.849500,0.000000
1973-11-24,19.000000,-5.000000,6.019000,35.744346,0.000000
1973-11-25,8.000000,-6.000000,4.012667,36.681165,0.000000
1973-11-26,13.000000,-2.000000,5.710333,45.328887,0.000000
1973-11-27,10.000000,-3.000000,3.292444,40.159684,0.000000
1973-11-28,11.000000,-4.000000,4.732889,62.117727,0.000000
1973-11-29,14.000000,-3.000000,1.131778,66.743460,0.000000
1973-11-30,15.000000,-2.000000,2.572222,48.219719,0.000000
1973-12-01,16.000000,-3.000000,4.424222,52.747050,0.000000
1973-12-02,7.000000,-5.000000,4.167000,49.213872,0.000000
1973-12-03,7.000000,-6.000000,2.675111,38.253429,0.000000
1973-12-04,4.000000,-6.000000,2.829444,39.900351,0.000000
1973-12-05,11.000000,-5.000000,2.417889,49.620010,0.000000
1973-12-06,9.000000,-6.000000,2.263556,49.515215,0.000000
1973-12-07,7.000000,-6.000000,3.292444,39.283572,0.000000
1973-12-08,7.000000,-6.000000,3.446778,55.402437,0.000000
1973-12-09,9.000000,-6.000000,2.829444,58.841167,0.000000
1973-12-10,11.000000,-7.000000,1.594778,66.198569,0.000000
1973-12-11,10.000000,-4.000000,2.983778,55.006250,0.000000
1973-12-12,10.000000,-4.000000,2.160667,49.539519,0.000000
1973-12-13,9.000000,-4.000000,2.829444,58.984971,0.000000
1973-12-14,11.000000,-6.000000,1.697667,61.184199,0.000000
1973-12-15,8.000000,-5.000000,3.549667,46.778629,0.000000
1973-12-16,10.000000,-5.000000,2.726556,54.458478,0.000000
1973-12-17,10.000000,-6.000000,2.160667,51.069735,0.000000
1973-12-18,5.000000,-5.000000,3.343889,43.841603,0.000000
1973-12-19,7.000000,-6.000000,3.498222,53.717232,0.000000
1973-12-20,9.000000,-6.000000,4.012667,41.769878,0.000000
1973-12-21,3.000000,-7.000000,3.292444,32.744855,0.000000
1973-12-22,7.000000,-9.000000,4.167000,37.228146,0.000000
1973-12-23,-1.000000,-12.000000,5.144444,19.319929,0.000000
1973-12-24,-1.000000,-14.000000,1.491889,34.250499,0.000000
1973-12-25,2.000000,-13.000000,3.704000,33.681223,0.000000
1973-12-26,5.000000,-8.000000,4.681444,25.125356,0.000000
1973-12-27,5.000000,-9.000000,3.806889,29.381157,0.000000
1973-12-28,3.000000,-10.000000,3.138111,33.944952,0.000000
1973-12-29,8.000000,-8.000000,3.806889,34.291722,0.000000
1973-12-30,8.000000,-8.000000,3.858333,32.060396,0.000000
1973-12-31,10.000000,-6.000000,2.829444,37.193502,0.000000
1974-01-01,12.000000,-7.000000,3.498222,42.279351,0.000000
1974-01-02,10.000000,-6.000000,3.343889,47.905532,0.000000
1974-01-03,6.000000,-7.000000,2.520778,73.344641,0.000000
1974-01-04,11.000000,-8.000000,2.983778,43.233495,0.000000
1974-01-05,8.000000,-18.000000,1.594778,56.879518,0.000000
1974-01-06,7.000000,-7.000000,3.138111,69.582848,0.000000
1974-01-07,9.000000,-6.000000,2.675111,70.431498,0.000000
1974-01-08,7.000000,-5.000000,4.167000,65.960263,0.000000
1974-01-09,2.000000,-4.000000,4.578556,55.387181,0.000000
1974-01-10,0.000000,-8.000000,3.189556,67.016312,0.000000
1974-01-11,2.000000,-12.000000,3.138111,48.450106,0.000000
1974-01-12,3.000000,-12.000000,2.160667,55.793104,0.000000
1974-01-13,2.000000,-8.000000,0.977444,53.746584,0.000000
1974-01-14,1.000000,-7.000000,3.704000,64.183203,0.000000
1974-01-15,-1.000000,-8.000000,2.572222,32.428728,0.000000
1974-01-16,1.000000,-10.000000,1.852000,58.580101,0.000000
1974-01-17,4.000000,-7.000000,1.286111,74.007459,0.000000
1974-01-18,6.000000,-7.000000,3.704000,64.553663,0.000000
1974-01-19,7.000000,-7.000000,2.417889,68.790368,NaN
1974-01-20,3.000000,-5.000000,2.726556,92.196852,0.254000
1974-01-21,2.000000,-6.000000,2.520778,85.017166,0.000000
1974-01-22,2.000000,-8.000000,4.990111,47.142346,0.000000
1974-01-23,-1.000000,-10.000000,3.498222,40.210360,0.000000
1974-01-24,0.000000,-10.000000,2.675111,57.741872,0.000000
1974-01-25,4.000000,-5.000000,4.578556,51.057821,0.000000
1974-01-26,4.000000,-7.000000,3.549667,52.102791,0.000000
1974-01-27,-1.000000,-5.000000,5.556000,47.639182,0.000000
1974-01-28,-3.000000,-6.000000,5.350222,51.600111,0.000000
1974-01-29,-1.000000,-7.000000,3.549667,51.369196,0.000000
1974-01-30,0.000000,-8.000000,1.852000,48.889327,0.000000
1974-01-31,3.000000,-10.000000,2.520778,47.393524,0.000000
1974-02-01,1.000000,-7.000000,2.778000,61.318441,0.000000
1974-02-02,3.000000,-8.000000,1.337556,50.726730,NaN
1974-02-03,4.000000,-3.000000,1.852000,59.478902,0.000000
1974-02-04,0.000000,-7.000000,5.710333,90.911755,1.016000
1974-02-05,-3.000000,-9.000000,6.121889,63.454089,3.048000
1974-02-06,-3.000000,-13.000000,2.983778,68.391884,0.000000
1974-02-07,2.000000,-13.000000,2.520778,62.300825,0.000000
1974-02-08,0.000000,-10.000000,2.263556,55.915786,0.000000
1974-02-09,4.000000,-7.000000,2.006333,60.448622,0.000000
1974-02-10,5.000000,-10.000000,2.160667,50.733674,0.000000
1974-02-11,9.000000,-8.000000,3.704000,39.283572,0.000000
1974-02-12,9.000000,-5.000000,3.292444,39.717155,0.000000
1974-02-13,11.000000,-3.000000,3.652556,58.235296,0.000000
1974-02-14,9.000000,-3.000000,2.829444,72.859560,0.000000
1974-02-15,15.000000,-4.000000,2.726556,53.488701,0.000000
1974-02-16,17.000000,-1.000000,2.520778,34.708561,0.000000
1974-02-17,18.000000,-1.000000,3.446778,38.461680,0.000000
1974-02-18,19.000000,1.000000,3.343889,51.337722,0.000000
1974-02-19,11.000000,-1.000000,5.401667,44.358494,0.000000
1974-02-20,11.000000,-2.000000,5.864667,50.343342,NaN
1974-02-21,10.000000,2.000000,5.864667,84.239904,0.000000
1974-02-22,4.000000,-5.000000,6.687778,43.331091,0.000000
1974-02-23,-3.000000,-14.000000,2.572222,37.440760,0.000000
1974-02-24,-2.000000,-9.000000,2.263556,41.869528,0.000000
1974-02-25,2.000000,-9.000000,3.189556,35.183493,0.000000
1974-02-26,5.000000,-6.000000,3.292444,31.231965,0.000000
1974-02-27,7.000000,-7.000000,2.778000,28.166428,0.000000
1974-02-28,10.000000,-1.000000,4.578556,41.796287,0.000000
1974-03-01,13.000000,-2.000000,4.321333,55.501245,0.000000
1974-03-02,13.000000,0.000000,4.012667,60.522112,NaN
1974-03-03,15.000000,1.000000,3.292444,61.609199,0.000000
1974-03-04,12.000000,2.000000,4.990111,60.674857,NaN
1974-03-05,6.000000,3.000000,5.401667,88.538686,16.002000
1974-03-06,8.000000,0.000000,1.594778,76.133464,0.000000
1974-03-07,10.000000,-1.000000,3.704000,72.648776,0.000000
1974-03-08,8.000000,1.000000,2.983778,80.865127,0.000000
1974-03-09,15.000000,0.000000,4.835778,45.459391,0.000000
