DATE,TMAX,TMIN,WND,HUM,PRCP,SUNH
2000-01-01,1.600000,-0.700000,1.900000,89.000000,0.000000,0.000000
2000-01-02,5.000000,-5.900000,1.200000,69.000000,0.000000,5.600000
2000-01-03,1.400000,-4.000000,1.500000,70.000000,0.000000,0.000000
2000-01-04,-0.600000,-2.700000,2.100000,78.000000,0.000000,0.000000
2000-01-05,-1.800000,-3.100000,3.400000,94.000000,0.000000,0.000000
2000-01-06,-0.400000,-7.300000,2.100000,76.000000,0.000000,5.600000
2000-01-07,-2.900000,-13.000000,2.100000,53.000000,0.000000,5.000000
2000-01-08,-0.800000,-5.900000,1.300000,76.000000,0.000000,0.000000
2000-01-09,3.300000,-3.000000,0.700000,84.000000,0.000000,0.000000
2000-01-10,0.100000,-2.500000,2.000000,84.000000,0.000000,0.000000
2000-01-11,-0.200000,-3.200000,2.900000,92.000000,6.000000,0.000000
2000-01-12,-2.500000,-12.500000,1.100000,94.000000,2.000000,1.200000
2000-01-13,-2.800000,-7.900000,1.300000,82.000000,0.000000,0.000000
2000-01-14,-1.600000,-15.700000,0.400000,78.000000,0.000000,7.700000
2000-01-15,-2.900000,-7.200000,0.900000,91.000000,2.400000,0.000000
2000-01-16,-0.900000,-5.500000,1.600000,85.000000,0.200000,2.500000
2000-01-17,-0.100000,-13.000000,0.600000,82.000000,0.000000,0.000000
2000-01-18,-0.300000,-6.700000,1.400000,91.000000,0.000000,3.200000
2000-01-19,-0.200000,-14.000000,2.000000,73.000000,0.000000,8.400000
2000-01-20,-2.700000,-15.000000,1.700000,52.000000,0.000000,7.600000
2000-01-21,-4.100000,-12.500000,1.100000,82.000000,0.200000,0.000000
2000-01-22,-2.400000,-5.600000,1.100000,92.000000,0.300000,0.000000
2000-01-23,-3.400000,-5.600000,1.300000,90.000000,0.000000,0.000000
2000-01-24,-4.500000,-9.900000,2.600000,77.000000,0.000000,1.000000
2000-01-25,-4.300000,-13.800000,1.000000,55.000000,0.000000,7.200000
2000-01-26,-1.700000,-15.200000,1.100000,61.000000,0.000000,8.600000
2000-01-27,0.900000,-18.100000,0.800000,61.000000,0.000000,8.200000
2000-01-28,1.400000,-8.700000,2.400000,63.000000,0.000000,7.400000
2000-01-29,0.200000,-10.800000,2.000000,66.000000,0.000000,6.800000
2000-01-30,-1.900000,-10.900000,1.200000,49.000000,0.000000,8.400000
2000-01-31,-4.900000,-11.900000,1.200000,52.000000,0.000000,6.600000
2000-02-01,-2.900000,-13.900000,1.200000,64.000000,0.000000,7.600000
2000-02-02,0.200000,-10.900000,1.200000,75.000000,0.000000,5.700000
2000-02-03,1.900000,-12.900000,0.200000,74.000000,0.000000,7.200000
2000-02-04,2.400000,-8.900000,0.900000,73.000000,0.000000,1.300000
2000-02-05,2.500000,-1.000000,1.900000,91.000000,0.100000,0.000000
2000-02-06,0.200000,-4.100000,0.700000,98.000000,0.000000,0.000000
2000-02-07,3.900000,-2.500000,2.500000,69.000000,0.100000,8.200000
2000-02-08,0.000000,-6.100000,3.100000,47.000000,0.000000,9.400000
2000-02-09,3.900000,-5.800000,2.000000,59.000000,0.000000,8.400000
2000-02-10,7.000000,-2.700000,2.000000,75.000000,0.000000,7.500000
2000-02-11,8.200000,-4.000000,0.600000,79.000000,0.000000,7.800000
2000-02-12,11.500000,-0.500000,1.400000,81.000000,0.000000,7.500000
2000-02-13,4.500000,-1.400000,1.900000,89.000000,0.000000,0.000000
2000-02-14,6.100000,-3.000000,1.300000,72.000000,0.000000,6.300000
2000-02-15,5.000000,-5.500000,1.100000,41.000000,0.000000,9.300000
2000-02-16,7.700000,-5.600000,1.700000,48.000000,0.000000,8.700000
2000-02-17,7.100000,-3.400000,1.400000,68.000000,0.000000,6.100000
2000-02-18,3.200000,-0.500000,2.100000,69.000000,0.000000,0.000000
2000-02-19,4.400000,-1.100000,2.000000,77.000000,0.200000,2.000000
2000-02-20,7.300000,-2.800000,0.600000,47.000000,0.000000,8.100000
2000-02-21,8.400000,-1.100000,2.300000,53.000000,0.000000,3.800000
2000-02-22,9.300000,2.600000,2.600000,63.000000,0.000000,5.400000
2000-02-23,6.900000,-1.800000,2.100000,68.000000,0.000000,0.000000
2000-02-24,7.800000,-1.600000,1.200000,54.000000,0.000000,0.000000
2000-02-25,8.600000,1.800000,3.000000,62.000000,0.100000,5.500000
2000-02-26,12.700000,-2.500000,2.000000,33.000000,0.000000,9.400000
2000-02-27,14.300000,-1.700000,2.000000,42.000000,0.000000,9.300000
2000-02-28,7.300000,-1.800000,3.200000,62.000000,0.000000,9.300000
2000-02-29,12.800000,-2.000000,3.200000,62.000000,0.000000,8.200000
2000-03-01,15.500000,1.800000,4.000000,48.000000,0.000000,8.300000
2000-03-02,16.000000,2.900000,3.300000,39.000000,0.000000,8.400000
2000-03-03,16.800000,5.900000,2.300000,45.000000,0.000000,8.800000
2000-03-04,13.200000,1.400000,3.500000,43.000000,0.000000,7.000000
2000-03-05,16.300000,1.900000,1.900000,41.000000,0.000000,7.900000
2000-03-06,12.000000,1.300000,3.400000,35.000000,0.000000,9.600000
2000-03-07,12.800000,1.100000,2.900000,37.000000,0.000000,8.100000
2000-03-08,14.800000,-6.200000,0.800000,39.000000,0.000000,9.700000
2000-03-09,16.100000,-4.300000,1.200000,31.000000,0.000000,9.800000
2000-03-10,15.200000,6.000000,2.500000,50.000000,0.000000,7.800000
2000-03-11,13.300000,3.500000,2.400000,64.000000,0.000000,8.500000
2000-03-12,13.100000,3.100000,2.500000,72.000000,0.000000,8.900000
2000-03-13,14.500000,4.700000,2.000000,76.000000,0.000000,1.200000
2000-03-14,16.200000,3.900000,1.400000,70.000000,0.000000,0.900000
2000-03-15,16.100000,5.400000,2.200000,51.000000,0.000000,7.500000
2000-03-16,18.300000,-1.200000,1.100000,50.000000,0.000000,9.900000
2000-03-17,20.400000,5.000000,2.000000,41.000000,0.000000,9.400000
2000-03-18,20.400000,8.100000,3.800000,43.000000,0.000000,9.900000
2000-03-19,13.000000,0.100000,2.500000,45.000000,0.000000,10.000000
2000-03-20,13.300000,4.700000,2.700000,38.000000,0.000000,3.300000
2000-03-21,13.800000,3.400000,2.300000,56.000000,0.000000,6.800000
2000-03-22,13.900000,1.500000,1.500000,75.000000,0.100000,4.100000
2000-03-23,15.500000,5.600000,2.100000,38.000000,0.000000,9.800000
2000-03-24,17.200000,0.500000,1.900000,29.000000,0.000000,10.000000
2000-03-25,20.300000,2.300000,1.600000,35.000000,0.000000,9.500000
2000-03-26,24.100000,5.200000,2.400000,26.000000,0.000000,10.500000
2000-03-27,22.700000,13.000000,4.900000,23.000000,0.000000,7.000000
2000-03-28,17.200000,6.200000,4.400000,20.000000,0.000000,10.500000
2000-03-29,19.700000,0.800000,2.200000,40.000000,0.000000,9.800000
2000-03-30,22.600000,9.200000,2.700000,46.000000,0.000000,10.400000
2000-03-31,21.200000,7.100000,0.000000,52.000000,0.000000,8.300000
2000-04-01,14.300000,8.000000,2.200000,67.000000,4.600000,0.000000
2000-04-02,15.700000,2.800000,1.100000,70.000000,1.100000,7.000000
2000-04-03,18.500000,3.300000,3.200000,64.000000,0.000000,8.400000
2000-04-04,18.200000,9.500000,0.000000,54.000000,0.000000,7.400000
2000-04-05,15.500000,0.800000,1.400000,37.000000,0.000000,10.900000
2000-04-06,22.300000,7.200000,4.000000,51.000000,0.000000,10.000000
2000-04-07,20.300000,5.700000,2.300000,29.000000,0.000000,10.700000
2000-04-08,20.100000,9.800000,3.400000,46.000000,0.000000,8.500000
2000-04-09,17.500000,9.300000,4.800000,55.000000,0.000000,7.300000
2000-04-10,21.800000,2.500000,3.100000,42.000000,0.000000,11.100000
2000-04-11,30.400000,4.900000,3.100000,50.000000,0.000000,10.800000
2000-04-12,23.100000,10.000000,2.200000,45.000000,0.000000,10.300000
2000-04-13,14.000000,11.800000,5.700000,49.000000,0.000000,7.000000
2000-04-14,21.100000,8.400000,2.700000,61.000000,1.400000,0.000000
2000-04-15,24.600000,4.900000,2.000000,60.000000,0.000000,11.200000
2000-04-16,26.000000,7.900000,2.700000,46.000000,0.000000,11.500000
2000-04-17,20.400000,10.600000,2.700000,57.000000,0.000000,11.600000
2000-04-18,23.100000,13.100000,2.600000,79.000000,8.700000,2.200000
2000-04-19,24.200000,9.000000,2.100000,82.000000,0.000000,8.800000
2000-04-20,25.400000,13.600000,2.500000,63.000000,1.300000,9.700000
2000-04-21,22.000000,14.700000,2.300000,46.000000,0.000000,10.200000
2000-04-22,23.500000,9.000000,2.300000,37.000000,0.000000,12.000000
2000-04-23,24.500000,5.300000,1.400000,37.000000,0.000000,10.700000
2000-04-24,24.300000,13.900000,2.100000,62.000000,0.000000,6.200000
2000-04-25,23.200000,16.800000,1.700000,52.000000,0.000000,0.000000
2000-04-26,23.400000,9.600000,2.700000,33.000000,0.000000,11.300000
2000-04-27,25.800000,7.800000,1.500000,46.000000,0.000000,11.200000
2000-04-28,27.800000,15.200000,3.000000,47.000000,0.000000,10.500000
2000-04-29,22.300000,15.100000,2.700000,58.000000,0.000000,3.200000
2000-04-30,30.300000,13.600000,2.700000,43.000000,0.000000,11.800000
2000-05-01,29.600000,11.500000,2.600000,49.000000,0.000000,12.100000
2000-05-02,26.100000,8.500000,2.100000,59.000000,0.000000,11.400000
2000-05-03,29.600000,16.400000,2.800000,57.000000,0.000000,9.500000
2000-05-04,32.400000,15.400000,3.000000,56.000000,0.000000,10.200000
2000-05-05,28.100000,13.200000,5.600000,63.000000,0.000000,3.000000
2000-05-06,25.100000,7.200000,1.400000,47.000000,0.000000,12.700000
2000-05-07,27.400000,12.100000,2.900000,44.000000,0.000000,11.400000
2000-05-08,21.900000,15.800000,2.400000,63.000000,0.000000,0.000000
2000-05-09,21.600000,14.100000,2.300000,78.000000,3.400000,8.700000
2000-05-10,23.100000,8.300000,1.400000,69.000000,0.000000,10.800000
2000-05-11,21.100000,12.100000,3.100000,71.000000,2.900000,5.700000
2000-05-12,20.700000,12.600000,2.900000,78.000000,0.000000,7.400000
2000-05-13,23.900000,8.100000,1.700000,70.000000,0.000000,10.200000
2000-05-14,21.200000,16.400000,3.300000,71.000000,0.000000,5.700000
2000-05-15,22.100000,15.100000,2.000000,79.000000,0.000000,0.000000
2000-05-16,26.400000,9.900000,1.100000,64.000000,0.000000,11.800000
2000-05-17,27.400000,14.600000,3.500000,67.000000,10.200000,7.800000
2000-05-18,28.500000,17.600000,1.400000,56.000000,0.000000,11.200000
2000-05-19,30.000000,15.300000,1.800000,42.000000,0.000000,12.000000
2000-05-20,31.600000,16.000000,3.100000,48.000000,0.000000,11.500000
2000-05-21,32.100000,18.700000,2.000000,65.000000,0.000000,11.600000
2000-05-22,29.400000,17.900000,2.200000,69.000000,0.000000,10.700000
2000-05-23,34.900000,17.200000,1.300000,64.000000,0.000000,11.100000
2000-05-24,34.300000,18.100000,2.200000,55.000000,0.000000,12.000000
2000-05-25,29.800000,23.600000,2.800000,65.000000,0.000000,6.200000
2000-05-26,25.200000,18.500000,2.000000,88.000000,0.300000,0.000000
2000-05-27,24.700000,15.800000,2.200000,71.000000,0.900000,6.400000
2000-05-28,31.100000,16.600000,1.600000,51.000000,0.000000,8.700000
2000-05-29,27.600000,17.200000,4.000000,53.000000,0.000000,7.900000
2000-05-30,28.800000,15.400000,2.600000,70.000000,0.000000,11.200000
2000-05-31,31.200000,17.500000,2.200000,75.000000,0.000000,6.000000
2000-06-01,28.500000,22.600000,2.500000,72.000000,0.000000,0.000000
2000-06-02,28.900000,18.600000,2.600000,73.000000,0.000000,1.100000
2000-06-03,25.000000,18.500000,2.300000,77.000000,1.300000,0.000000
2000-06-04,26.400000,18.600000,1.200000,77.000000,0.500000,1.700000
2000-06-05,31.300000,18.700000,1.800000,68.000000,0.000000,8.200000
2000-06-06,34.800000,20.100000,3.200000,54.000000,0.000000,11.700000
2000-06-07,34.600000,22.900000,3.700000,52.000000,0.000000,3.000000
2000-06-08,37.100000,17.300000,1.300000,46.000000,0.000000,12.600000
2000-06-09,33.900000,17.600000,4.400000,51.000000,0.000000,12.000000
2000-06-10,31.200000,16.300000,0.000000,30.000000,0.000000,10.500000
2000-06-11,33.800000,17.900000,1.800000,35.000000,0.000000,8.800000
2000-06-12,32.100000,17.800000,0.000000,38.000000,0.000000,12.100000
2000-06-13,35.900000,22.300000,1.400000,30.000000,0.000000,11.600000
2000-06-14,35.300000,24.600000,3.800000,35.000000,0.000000,8.700000
2000-06-15,35.100000,19.200000,3.800000,45.000000,0.000000,9.300000
2000-06-16,34.600000,21.100000,1.600000,49.000000,0.000000,10.000000
2000-06-17,33.400000,19.100000,1.900000,47.000000,0.000000,11.700000
2000-06-18,35.900000,21.800000,0.900000,43.000000,0.000000,10.800000
2000-06-19,36.400000,23.300000,1.200000,48.000000,0.000000,6.700000
2000-06-20,35.200000,21.700000,1.700000,47.000000,0.000000,6.900000
2000-06-21,33.800000,21.100000,1.900000,65.000000,1.300000,7.200000
2000-06-22,27.500000,19.900000,1.300000,79.000000,4.000000,4.200000
2000-06-23,32.600000,17.600000,1.200000,70.000000,0.000000,11.000000
2000-06-24,34.600000,23.500000,2.000000,66.000000,0.000000,7.400000
2000-06-25,31.000000,22.500000,2.900000,78.000000,0.000000,0.000000
2000-06-26,31.300000,21.500000,2.400000,74.000000,0.000000,4.600000
2000-06-27,35.400000,23.300000,0.900000,60.000000,0.000000,9.900000
2000-06-28,31.800000,23.000000,2.100000,81.000000,14.800000,0.000000
2000-06-29,32.100000,21.100000,1.800000,76.000000,6.500000,11.400000
2000-06-30,35.700000,23.300000,1.800000,60.000000,0.000000,11.200000
2000-07-01,39.500000,24.100000,2.300000,51.000000,0.000000,12.200000
2000-07-02,37.000000,26.400000,2.600000,68.000000,0.300000,11.700000
2000-07-03,33.600000,23.500000,2.300000,79.000000,8.500000,7.200000
2000-07-04,24.900000,21.700000,2.100000,95.000000,33.700000,0.000000
2000-07-05,28.100000,22.400000,2.300000,93.000000,84.900000,0.000000
2000-07-06,26.500000,22.600000,1.400000,91.000000,8.900000,0.000000
2000-07-07,31.500000,23.100000,1.100000,80.000000,3.500000,7.500000
2000-07-08,33.300000,24.100000,1.000000,75.000000,0.000000,9.700000
2000-07-09,33.400000,23.400000,1.200000,74.000000,0.000000,5.700000
2000-07-10,32.600000,22.900000,1.600000,75.000000,10.100000,7.600000
2000-07-11,33.800000,22.600000,3.100000,70.000000,0.000000,10.300000
2000-07-12,33.200000,25.500000,2.100000,71.000000,0.000000,9.100000
2000-07-13,31.400000,22.800000,2.300000,80.000000,0.000000,2.800000
2000-07-14,30.700000,24.800000,1.900000,87.000000,0.000000,3.600000
2000-07-15,26.800000,22.800000,2.500000,93.000000,32.300000,0.000000
2000-07-16,31.800000,24.100000,1.600000,92.000000,17.300000,0.700000
2000-07-17,33.500000,25.000000,1.200000,87.000000,1.000000,2.600000
2000-07-18,33.400000,24.400000,1.300000,87.000000,0.000000,0.000000
2000-07-19,30.100000,21.000000,1.200000,92.000000,46.100000,1.200000
2000-07-20,33.400000,23.900000,1.000000,83.000000,0.000000,10.700000
2000-07-21,33.800000,26.500000,3.400000,81.000000,0.000000,10.400000
2000-07-22,31.000000,26.700000,1.600000,93.000000,3.200000,0.000000
2000-07-23,34.500000,23.700000,0.800000,81.000000,0.000000,9.600000
2000-07-24,34.700000,23.800000,1.100000,71.000000,0.000000,11.100000
2000-07-25,34.200000,25.500000,1.500000,75.000000,0.000000,8.600000
2000-07-26,33.600000,25.300000,2.500000,71.000000,0.000000,8.400000
2000-07-27,33.500000,25.100000,3.400000,76.000000,0.000000,6.900000
2000-07-28,31.100000,24.100000,2.100000,86.000000,59.800000,4.200000
2000-07-29,31.700000,24.500000,0.900000,81.000000,0.000000,4.200000
2000-07-30,32.300000,20.600000,1.600000,59.000000,0.000000,12.800000
2000-07-31,33.900000,21.900000,1.400000,66.000000,0.000000,12.600000
2000-08-01,33.400000,23.100000,2.300000,75.000000,0.000000,11.000000
2000-08-02,30.800000,25.100000,2.600000,74.000000,0.000000,5.100000
2000-08-03,29.500000,22.300000,2.300000,84.000000,6.900000,5.600000
2000-08-04,28.300000,22.200000,2.100000,86.000000,0.000000,0.000000
2000-08-05,26.900000,21.100000,2.300000,88.000000,4.200000,0.000000
2000-08-06,27.100000,22.300000,1.400000,84.000000,0.000000,0.000000
2000-08-07,27.100000,22.300000,1.100000,89.000000,0.000000,0.000000
2000-08-08,32.100000,23.500000,1.000000,85.000000,0.000000,1.500000
2000-08-09,31.700000,25.100000,1.200000,87.000000,1.800000,2.900000
2000-08-10,32.700000,24.200000,1.600000,89.000000,0.000000,5.400000
2000-08-11,33.100000,24.900000,3.100000,84.000000,0.000000,8.800000
2000-08-12,32.100000,24.600000,2.100000,84.000000,4.300000,6.900000
2000-08-13,30.500000,23.800000,2.300000,88.000000,11.600000,7.700000
2000-08-14,32.100000,22.600000,1.900000,84.000000,0.000000,10.900000
2000-08-15,32.600000,24.900000,2.500000,86.000000,0.000000,2.300000
2000-08-16,32.800000,25.000000,1.600000,88.000000,0.000000,8.100000
2000-08-17,32.100000,22.500000,1.200000,85.000000,0.000000,5.500000
2000-08-18,27.800000,24.200000,1.300000,90.000000,0.000000,1.000000
2000-08-19,29.800000,22.300000,1.200000,87.000000,0.400000,1.800000
2000-08-20,28.800000,16.600000,1.000000,79.000000,0.000000,11.000000
2000-08-21,28.900000,21.700000,3.400000,75.000000,0.000000,8.700000
2000-08-22,28.500000,20.900000,1.600000,84.000000,0.400000,3.700000
2000-08-23,31.300000,20.100000,0.800000,76.000000,0.300000,11.100000
2000-08-24,31.800000,19.300000,1.100000,79.000000,0.000000,10.800000
2000-08-25,31.600000,18.600000,1.500000,79.000000,0.000000,11.600000
2000-08-26,31.800000,18.400000,2.500000,76.000000,0.000000,10.000000
2000-08-27,31.600000,21.800000,3.400000,77.000000,0.000000,11.100000
2000-08-28,30.600000,19.500000,2.100000,79.000000,0.000000,8.600000
2000-08-29,30.100000,19.900000,0.900000,81.000000,0.000000,8.400000
2000-08-30,27.800000,21.000000,1.600000,84.000000,0.000000,4.700000
2000-08-31,28.100000,20.800000,1.400000,82.000000,0.000000,5.900000
2000-09-01,31.800000,18.100000,1.400000,78.000000,0.000000,10.500000
2000-09-02,32.000000,18.700000,1.100000,81.000000,0.000000,10.700000
2000-09-03,32.800000,18.300000,1.000000,79.000000,0.000000,8.900000
2000-09-04,32.500000,21.800000,1.300000,82.000000,3.700000,4.600000
2000-09-05,25.200000,16.300000,4.200000,94.000000,76.500000,0.000000
2000-09-06,23.200000,12.900000,1.800000,76.000000,0.000000,7.200000
2000-09-07,26.600000,12.600000,0.600000,71.000000,0.000000,10.900000
2000-09-08,26.800000,15.300000,1.500000,62.000000,0.000000,10.900000
2000-09-09,26.100000,11.200000,0.900000,76.000000,0.000000,7.400000
2000-09-10,25.100000,10.800000,0.700000,73.000000,0.000000,6.500000
2000-09-11,28.100000,12.600000,0.900000,76.000000,0.000000,10.500000
2000-09-12,28.500000,13.600000,0.600000,72.000000,0.000000,10.200000
2000-09-13,28.100000,15.400000,1.400000,74.000000,0.000000,9.800000
2000-09-14,28.300000,13.300000,0.900000,77.000000,0.000000,9.600000
2000-09-15,29.500000,14.100000,0.700000,75.000000,0.000000,10.000000
2000-09-16,31.600000,16.800000,1.400000,65.000000,0.000000,10.300000
2000-09-17,30.100000,16.900000,1.100000,71.000000,0.000000,10.200000
2000-09-18,32.700000,15.100000,0.800000,75.000000,0.000000,9.700000
2000-09-19,28.600000,18.600000,1.400000,78.000000,0.000000,5.100000
2000-09-20,29.100000,17.700000,1.500000,73.000000,0.000000,7.500000
2000-09-21,22.300000,17.600000,1.600000,87.000000,0.300000,0.000000
2000-09-22,26.800000,17.800000,1.100000,83.000000,0.000000,5.700000
2000-09-23,29.200000,18.900000,1.200000,81.000000,0.000000,8.100000
2000-09-24,22.900000,15.200000,2.300000,90.000000,17.600000,0.000000
2000-09-25,24.500000,13.900000,2.500000,80.000000,0.000000,10.500000
2000-09-26,26.700000,12.400000,1.300000,68.000000,0.000000,8.100000
2000-09-27,21.500000,14.100000,2.000000,90.000000,10.500000,0.000000
2000-09-28,23.100000,12.500000,2.000000,82.000000,0.000000,9.900000
2000-09-29,25.400000,11.800000,1.500000,81.000000,0.000000,9.600000
2000-09-30,27.100000,16.800000,1.100000,79.000000,0.000000,6.600000
2000-10-01,22.100000,19.300000,0.900000,90.000000,0.700000,0.000000
2000-10-02,24.600000,15.600000,0.800000,86.000000,0.000000,3.700000
2000-10-03,27.600000,15.100000,2.500000,73.000000,0.000000,10.000000
2000-10-04,26.600000,17.000000,2.000000,86.000000,0.000000,8.500000
2000-10-05,24.600000,14.400000,0.900000,86.000000,0.000000,3.400000
2000-10-06,26.900000,15.800000,2.200000,73.000000,0.000000,8.500000
2000-10-07,27.100000,18.100000,2.600000,77.000000,0.000000,5.900000
2000-10-08,22.900000,13.100000,3.700000,80.000000,8.700000,9.300000
2000-10-09,16.200000,12.300000,1.900000,94.000000,33.200000,0.000000
2000-10-10,13.500000,12.400000,2.100000,99.000000,30.000000,0.000000
2000-10-11,14.300000,11.100000,2.900000,95.000000,17.600000,0.000000
2000-10-12,12.600000,6.200000,1.600000,67.000000,0.000000,5.600000
2000-10-13,14.500000,2.600000,0.800000,69.000000,0.000000,5.200000
2000-10-14,17.700000,6.600000,1.400000,77.000000,0.000000,8.200000
2000-10-15,20.700000,3.200000,0.800000,83.000000,0.000000,5.500000
2000-10-16,17.600000,9.100000,1.800000,72.000000,0.000000,0.000000
2000-10-17,21.600000,10.500000,2.200000,79.000000,0.000000,8.500000
2000-10-18,19.400000,9.400000,1.300000,86.000000,0.000000,2.500000
2000-10-19,20.100000,12.600000,1.500000,80.000000,0.000000,4.800000
2000-10-20,17.900000,10.700000,1.500000,88.000000,0.000000,4.900000
2000-10-21,17.000000,11.800000,1.300000,87.000000,0.000000,0.000000
2000-10-22,14.700000,11.400000,1.800000,98.000000,20.700000,0.000000
2000-10-23,14.000000,10.100000,1.500000,97.000000,0.000000,0.000000
2000-10-24,16.000000,11.300000,1.800000,95.000000,0.700000,0.000000
2000-10-25,14.200000,5.400000,1.800000,58.000000,0.000000,0.000000
2000-10-26,14.500000,-0.100000,0.800000,76.000000,0.000000,9.300000
2000-10-27,16.300000,4.000000,0.900000,80.000000,1.000000,5.100000
2000-10-28,11.800000,9.000000,0.800000,95.000000,0.500000,0.000000
2000-10-29,11.000000,7.200000,2.500000,88.000000,6.100000,6.100000
2000-10-30,16.300000,4.200000,2.400000,75.000000,0.000000,8.800000
2000-10-31,14.200000,3.700000,2.200000,74.000000,0.000000,8.100000
2000-11-01,16.000000,0.600000,1.300000,68.000000,0.000000,8.900000
2000-11-02,18.000000,4.700000,2.000000,68.000000,0.000000,8.900000
2000-11-03,18.300000,7.500000,2.300000,67.000000,0.000000,7.700000
2000-11-04,19.000000,5.300000,1.600000,70.000000,0.000000,8.500000
2000-11-05,22.500000,10.600000,2.600000,61.000000,0.000000,9.200000
2000-11-06,19.900000,9.000000,2.100000,70.000000,0.000000,3.700000
2000-11-07,13.500000,3.200000,5.000000,41.000000,0.000000,0.000000
2000-11-08,3.400000,-1.600000,2.100000,85.000000,0.800000,0.000000
2000-11-09,1.500000,-0.400000,2.500000,92.000000,3.500000,0.000000
2000-11-10,3.700000,-0.300000,3.500000,72.000000,0.000000,6.800000
2000-11-11,7.300000,-1.200000,1.800000,67.000000,0.000000,8.700000
2000-11-12,10.200000,-2.900000,1.500000,66.000000,0.000000,8.400000
2000-11-13,12.500000,0.800000,2.500000,66.000000,0.000000,8.500000
2000-11-14,7.800000,2.900000,1.300000,76.000000,0.000000,0.000000
2000-11-15,8.200000,2.500000,4.300000,67.000000,0.000000,0.000000
2000-11-16,4.200000,-0.300000,2.400000,87.000000,1.100000,0.000000
2000-11-17,7.500000,-0.400000,1.300000,86.000000,0.000000,5.600000
2000-11-18,7.100000,-2.800000,0.800000,91.000000,0.000000,0.000000
2000-11-19,5.800000,2.900000,1.000000,96.000000,0.100000,0.000000
2000-11-20,10.500000,-3.000000,1.400000,73.000000,0.000000,8.700000
2000-11-21,10.300000,-3.000000,1.600000,70.000000,0.000000,9.100000
2000-11-22,12.200000,1.800000,2.700000,69.000000,0.000000,8.400000
2000-11-23,8.300000,-2.300000,0.900000,91.000000,0.000000,2.200000
2000-11-24,5.100000,0.400000,1.800000,91.000000,0.000000,0.000000
2000-11-25,5.700000,2.900000,1.200000,94.000000,0.000000,0.000000
2000-11-26,8.100000,2.300000,1.800000,87.000000,0.000000,2.300000
2000-11-27,13.200000,1.300000,1.600000,86.000000,0.000000,5.700000
2000-11-28,4.700000,-0.200000,2.100000,93.000000,0.000000,0.000000
2000-11-29,9.000000,4.600000,2.200000,89.000000,0.000000,0.000000
2000-11-30,6.700000,1.900000,2.000000,88.000000,0.000000,0.700000
2000-12-01,7.200000,-0.200000,2.000000,89.000000,0.000000,1.700000
2000-12-02,8.500000,1.500000,2.300000,79.000000,0.000000,0.000000
2000-12-03,8.700000,-3.300000,1.600000,46.000000,0.000000,7.400000
2000-12-04,11.800000,1.000000,2.300000,70.000000,0.000000,4.200000
2000-12-05,9.700000,-2.300000,1.500000,58.000000,0.000000,9.300000
2000-12-06,11.300000,3.000000,2.300000,74.000000,0.000000,5.600000
2000-12-07,6.800000,-0.100000,1.200000,89.000000,0.000000,0.000000
2000-12-08,7.000000,1.800000,1.200000,91.000000,0.000000,0.000000
2000-12-09,7.200000,3.000000,2.100000,93.000000,0.000000,0.000000
2000-12-10,3.200000,-2.500000,2.600000,50.000000,0.000000,7.900000
2000-12-11,3.500000,-5.000000,0.800000,53.000000,0.000000,1.100000
2000-12-12,4.100000,-3.200000,1.600000,78.000000,0.000000,5.700000
2000-12-13,10.300000,-3.300000,2.100000,69.000000,0.000000,8.500000
2000-12-14,5.500000,-3.300000,1.800000,84.000000,0.000000,3.500000
2000-12-15,7.000000,-2.800000,2.800000,81.000000,0.000000,3.200000
2000-12-16,7.700000,-5.800000,1.400000,58.000000,0.000000,8.400000
2000-12-17,6.000000,1.500000,2.500000,78.000000,0.000000,0.000000
2000-12-18,5.900000,1.600000,1.700000,87.000000,0.000000,1.800000
2000-12-19,1.600000,-1.100000,2.000000,60.000000,0.000000,0.000000
2000-12-20,11.500000,-1.500000,1.300000,56.000000,0.000000,7.700000
2000-12-21,12.500000,-1.200000,2.500000,66.000000,0.000000,8.300000
2000-12-22,10.100000,-1.300000,2.000000,54.000000,0.000000,6.300000
2000-12-23,7.700000,-2.600000,1.200000,54.000000,0.000000,3.900000
2000-12-24,7.500000,-1.400000,1.700000,62.000000,0.000000,8.000000
2000-12-25,5.000000,-4.200000,2.800000,64.000000,0.000000,8.500000
2000-12-26,2.800000,-4.300000,0.900000,73.000000,0.000000,2.600000
2000-12-27,0.500000,-2.900000,2.100000,82.000000,0.000000,0.000000
2000-12-28,3.100000,-6.600000,1.500000,78.000000,0.000000,7.800000
2000-12-29,2.900000,-1.600000,2.100000,91.000000,0.000000,0.000000
2000-12-30,8.500000,0.600000,1.700000,82.000000,0.000000,4.000000
2000-12-31,5.000000,-4.300000,1.300000,70.000000,0.000000,6.100000
2001-01-01,5.200000,0.000000,2.600000,91.000000,0.000000,0.000000
2001-01-02,5.500000,-5.800000,1.500000,74.000000,0.000000,5.800000
2001-01-03,1.700000,-5.600000,3.000000,47.000000,0.000000,8.200000
2001-01-04,-0.700000,-7.500000,1.800000,58.000000,0.000000,0.000000
2001-01-05,-0.700000,-1.900000,1.500000,66.000000,0.000000,0.000000
2001-01-06,-1.000000,-4.700000,2.900000,90.000000,10.200000,0.000000
2001-01-07,1.100000,-3.900000,2.900000,92.000000,3.800000,0.000000
2001-01-08,0.700000,-0.500000,1.800000,97.000000,4.400000,0.000000
